case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
4136,2025,District Court - West,Theft,9500,37
4137,2025,District Court - South,Cyber Offence,14900,21
4138,2025,District Court - West,Cyber Offence,10600,35
4139,2025,District Court - South,NDPS,19400,4
4140,2025,District Court - South,Cyber Offence,18300,33
4141,2025,District Court - West,Public Nuisance,19300,2
4142,2025,District Court - Central,Assault,9900,42
4143,2025,District Court - North,Assault,6700,19
4144,2025,District Court - East,Public Nuisance,4800,38
4145,2025,District Court - South,NDPS,27600,41
4146,2025,District Court - North,NDPS,20800,37
4147,2025,District Court - South,Cheating,11800,15
4148,2025,District Court - East,Assault,5800,41
4149,2025,District Court - East,NDPS,43600,29
4150,2025,District Court - West,Assault,27200,44
4151,2025,District Court - South,Public Nuisance,14600,21
4152,2025,District Court - East,NDPS,30800,11
4153,2025,District Court - East,Public Nuisance,18900,13
4154,2025,District Court - North,Theft,10000,31
4155,2025,District Court - West,Domestic Dispute,6800,10
4156,2025,District Court - South,Public Nuisance,8000,25
4157,2025,District Court - South,Assault,18200,28
4158,2025,District Court - West,Assault,19300,25
4159,2025,District Court - South,Assault,70200,22
4160,2025,District Court - East,Cheating,25400,40
4161,2025,District Court - East,Public Nuisance,22200,21
4162,2025,District Court - Central,Cheating,22200,22
4163,2025,District Court - South,Cheating,37000,6
4164,2025,District Court - West,Domestic Dispute,36400,18
4165,2025,District Court - South,Theft,6700,17
4166,2025,District Court - West,Theft,14300,25
4167,2025,District Court - South,Assault,18800,16
4168,2025,District Court - South,Domestic Dispute,42300,7
4169,2025,District Court - Central,Public Nuisance,25300,42
4170,2025,District Court - Central,Theft,4000,44
4171,2025,District Court - East,Theft,20600,32
4172,2025,District Court - South,Domestic Dispute,13100,35
4173,2025,District Court - West,Public Nuisance,60700,21
4174,2025,District Court - North,Assault,16800,36
4175,2025,District Court - North,Public Nuisance,11100,44
4176,2025,District Court - East,Cheating,9600,36
4177,2025,District Court - North,Domestic Dispute,13200,40
4178,2025,District Court - Central,Cheating,26200,20
4179,2025,District Court - North,Cheating,9800,11
4180,2025,District Court - East,Assault,9300,39
4181,2025,District Court - West,Public Nuisance,33400,8
4182,2025,District Court - East,Cheating,8600,1
4183,2025,District Court - Central,NDPS,24900,28
4184,2025,District Court - East,Public Nuisance,18300,30
4185,2025,District Court - South,Assault,11500,20
4186,2025,District Court - West,NDPS,44400,13
4187,2025,District Court - South,Cyber Offence,17600,6
4188,2025,District Court - East,Assault,21100,39
4189,2025,District Court - Central,Cyber Offence,85300,16
4190,2025,District Court - East,Assault,18900,38
4191,2025,District Court - West,Theft,54900,16
4192,2025,District Court - West,Assault,65800,2
4193,2025,District Court - Central,Public Nuisance,58500,23
4194,2025,District Court - East,Theft,22100,20
4195,2025,District Court - Central,Public Nuisance,17000,20
4196,2025,District Court - East,Domestic Dispute,12300,39
4197,2025,District Court - Central,Theft,21800,7
4198,2025,District Court - North,Cyber Offence,6700,32
4199,2025,District Court - Central,NDPS,10200,2
4200,2025,District Court - North,Cheating,7700,37
4201,2025,District Court - West,Cheating,41700,7
4202,2025,District Court - West,Assault,19400,22
4203,2025,District Court - South,Cyber Offence,10400,1
4204,2025,District Court - East,Domestic Dispute,33700,21
4205,2025,District Court - West,Assault,7600,14
4206,2025,District Court - Central,Assault,46700,34
4207,2025,District Court - West,Cyber Offence,21700,38
4208,2025,District Court - West,Cheating,54500,3
4209,2025,District Court - West,NDPS,9800,14
4210,2025,District Court - Central,Public Nuisance,13500,4
4211,2025,District Court - North,Assault,52700,20
4212,2025,District Court - Central,Theft,57400,22
4213,2025,District Court - West,Assault,9200,36
4214,2025,District Court - South,Theft,17100,39
4215,2025,District Court - West,Assault,12900,37
4216,2025,District Court - South,Domestic Dispute,6200,6
4217,2025,District Court - North,Cyber Offence,12800,37
4218,2025,District Court - South,Public Nuisance,4500,11
4219,2025,District Court - East,Theft,6600,8
4220,2025,District Court - Central,Public Nuisance,20000,25
4221,2025,District Court - North,Theft,17000,6
4222,2025,District Court - West,NDPS,10100,36
4223,2025,District Court - South,Cheating,22100,22
4224,2025,District Court - Central,Assault,38600,6
4225,2025,District Court - West,Domestic Dispute,43300,4
4226,2025,District Court - South,Theft,17300,20
4227,2025,District Court - West,Cheating,18100,27
4228,2025,District Court - North,Theft,175400,21
4229,2025,District Court - Central,Cheating,6400,3
4230,2025,District Court - West,NDPS,12300,40
4231,2025,District Court - West,Cheating,30400,31
4232,2025,District Court - Central,Domestic Dispute,28500,20
4233,2025,District Court - Central,Cheating,35300,5
4234,2025,District Court - Central,Cheating,44100,10
4235,2025,District Court - North,Cheating,30800,37
4236,2025,District Court - East,Domestic Dispute,22700,45
4237,2025,District Court - East,Public Nuisance,7800,11
4238,2025,District Court - East,Assault,21200,3
4239,2025,District Court - East,Assault,24400,36
4240,2025,District Court - South,Cyber Offence,7900,43
4241,2025,District Court - Central,NDPS,4800,17
4242,2025,District Court - Central,Cyber Offence,17100,20
4243,2025,District Court - East,Assault,17100,2
4244,2025,District Court - South,Cheating,20800,32
4245,2025,District Court - Central,Assault,11100,3
4246,2025,District Court - East,Cyber Offence,10000,8
4247,2025,District Court - North,Cheating,28700,8
4248,2025,District Court - South,Cheating,7900,15
4249,2025,District Court - West,Public Nuisance,24900,11
4250,2025,District Court - Central,Domestic Dispute,7400,11
4251,2025,District Court - Central,Assault,19300,10
4252,2025,District Court - West,NDPS,11800,30
4253,2025,District Court - West,Domestic Dispute,3100,10
4254,2025,District Court - West,NDPS,7300,37
4255,2025,District Court - South,Domestic Dispute,20700,24
4256,2025,District Court - West,Domestic Dispute,14500,42
4257,2025,District Court - West,NDPS,11900,35
4258,2025,District Court - East,Cheating,8900,18
4259,2025,District Court - West,Assault,30100,14
4260,2025,District Court - East,Theft,27300,30
4261,2025,District Court - Central,Cyber Offence,28400,22
4262,2025,District Court - North,Theft,12000,32
4263,2025,District Court - Central,Public Nuisance,27100,29
4264,2025,District Court - Central,Theft,11600,41
4265,2025,District Court - East,Assault,32100,6
4266,2025,District Court - East,Cyber Offence,26000,10
4267,2025,District Court - West,Public Nuisance,3500,32
4268,2025,District Court - West,NDPS,18900,40
4269,2025,District Court - Central,Domestic Dispute,25700,26
4270,2025,District Court - West,Public Nuisance,52700,2
4271,2025,District Court - West,Theft,18600,10
4272,2025,District Court - Central,Cyber Offence,48400,34
4273,2025,District Court - Central,Theft,14200,5
4274,2025,District Court - South,Domestic Dispute,25700,14
4275,2025,District Court - North,Theft,28100,3
4276,2025,District Court - East,Assault,20700,21
4277,2025,District Court - North,Domestic Dispute,18900,25
4278,2025,District Court - East,Public Nuisance,35400,3
4279,2025,District Court - South,NDPS,22400,27
4280,2025,District Court - East,Theft,14500,40
4281,2025,District Court - South,Theft,12400,45
4282,2025,District Court - North,Cheating,5400,26
4283,2025,District Court - South,Theft,7900,19
4284,2025,District Court - East,Public Nuisance,23500,7
4285,2025,District Court - South,Cheating,66000,32
4286,2025,District Court - South,NDPS,31200,36
4287,2025,District Court - East,Cheating,20000,42
4288,2025,District Court - West,Public Nuisance,13100,16
4289,2025,District Court - South,Cheating,19100,10
4290,2025,District Court - East,Assault,15600,4
4291,2025,District Court - West,Cheating,70300,28
4292,2025,District Court - Central,Theft,15400,4
4293,2025,District Court - Central,Theft,20100,30
4294,2025,District Court - West,Domestic Dispute,23100,30
4295,2025,District Court - West,NDPS,24000,27
4296,2025,District Court - East,Theft,14200,6
4297,2025,District Court - North,Domestic Dispute,18300,41
4298,2025,District Court - East,Assault,24300,19
4299,2025,District Court - West,NDPS,22200,24
4300,2025,District Court - North,Domestic Dispute,5400,8
4301,2025,District Court - Central,Domestic Dispute,19900,17
4302,2025,District Court - South,Cyber Offence,22900,35
4303,2025,District Court - South,NDPS,39400,38
4304,2025,District Court - East,Public Nuisance,12900,23
4305,2025,District Court - East,Public Nuisance,19200,26
4306,2025,District Court - West,Cheating,93400,1
4307,2025,District Court - West,Cyber Offence,16800,36
4308,2025,District Court - Central,Public Nuisance,7100,19
4309,2025,District Court - West,Public Nuisance,5900,28
4310,2025,District Court - Central,Public Nuisance,14300,44
4311,2025,District Court - North,Cyber Offence,8700,23
4312,2025,District Court - South,Domestic Dispute,8300,30
4313,2025,District Court - Central,Assault,21300,4
4314,2025,District Court - West,NDPS,17300,16
4315,2025,District Court - South,Theft,5500,9
4316,2025,District Court - East,NDPS,4700,45
4317,2025,District Court - North,Public Nuisance,12300,45
4318,2025,District Court - North,Cyber Offence,27800,28
4319,2025,District Court - West,Domestic Dispute,35500,35
4320,2025,District Court - East,Public Nuisance,18800,3
4321,2025,District Court - Central,Cyber Offence,33600,18
4322,2025,District Court - West,Cyber Offence,18500,18
4323,2025,District Court - West,Cheating,10500,27
4324,2025,District Court - East,Theft,40200,28
4325,2025,District Court - North,Public Nuisance,11100,33
4326,2025,District Court - West,Theft,44900,43
4327,2025,District Court - North,Domestic Dispute,36400,41
4328,2025,District Court - South,Assault,21800,22
4329,2025,District Court - North,Assault,14200,25
4330,2025,District Court - Central,Domestic Dispute,36900,27
4331,2025,District Court - South,Cyber Offence,23200,35
4332,2025,District Court - East,Public Nuisance,18200,33
4333,2025,District Court - West,Assault,3300,44
4334,2025,District Court - East,Cyber Offence,25800,2
4335,2025,District Court - West,Public Nuisance,52900,39
4336,2025,District Court - South,Cheating,19800,34
4337,2025,District Court - East,Theft,34100,37
4338,2025,District Court - South,Theft,55700,9
4339,2025,District Court - Central,Public Nuisance,27100,38
4340,2025,District Court - West,Cheating,6600,5
4341,2025,District Court - East,Cheating,9500,12
4342,2025,District Court - Central,Public Nuisance,14200,38
4343,2025,District Court - South,Theft,25200,34
4344,2025,District Court - Central,Theft,26900,1
4345,2025,District Court - Central,Domestic Dispute,25100,21
4346,2025,District Court - West,Public Nuisance,23000,11
4347,2025,District Court - Central,Domestic Dispute,23300,30
4348,2025,District Court - North,Domestic Dispute,15100,36
4349,2025,District Court - West,NDPS,63400,18
4350,2025,District Court - West,Cyber Offence,36500,25
4351,2025,District Court - Central,Cyber Offence,18200,16
4352,2025,District Court - Central,Theft,17000,10
4353,2025,District Court - South,Assault,38500,10
4354,2025,District Court - Central,Theft,21700,34
4355,2025,District Court - East,Public Nuisance,11700,30
4356,2025,District Court - East,Assault,11200,17
4357,2025,District Court - North,Domestic Dispute,16600,44
4358,2025,District Court - East,Cyber Offence,23400,38
4359,2025,District Court - North,Theft,20100,40
4360,2025,District Court - West,Cyber Offence,14500,39
4361,2025,District Court - North,Cyber Offence,10200,10
4362,2025,District Court - East,Domestic Dispute,12400,44
4363,2025,District Court - Central,Domestic Dispute,14100,42
4364,2025,District Court - North,Cheating,43900,35
4365,2025,District Court - West,Cheating,5800,20
4366,2025,District Court - East,Cheating,11100,25
4367,2025,District Court - South,Cheating,7000,23
4368,2025,District Court - East,Public Nuisance,15100,16
4369,2025,District Court - North,Assault,11000,40
4370,2025,District Court - North,NDPS,23100,31
4371,2025,District Court - North,Cheating,3600,13
4372,2025,District Court - West,Domestic Dispute,22800,37
4373,2025,District Court - North,NDPS,41700,29
4374,2025,District Court - East,Assault,7100,1
4375,2025,District Court - North,Domestic Dispute,16300,5
4376,2025,District Court - Central,Cyber Offence,40100,3
4377,2025,District Court - West,Assault,7600,42
4378,2025,District Court - West,Theft,11500,33
4379,2025,District Court - Central,Assault,10800,24
4380,2025,District Court - Central,Domestic Dispute,34300,18
4381,2025,District Court - North,Domestic Dispute,25000,23
4382,2025,District Court - North,Public Nuisance,18700,29
4383,2025,District Court - East,NDPS,12300,18
4384,2025,District Court - Central,Public Nuisance,33800,5
4385,2025,District Court - West,Public Nuisance,22400,28
4386,2025,District Court - North,Public Nuisance,6900,43
4387,2025,District Court - South,Cyber Offence,5900,1
4388,2025,District Court - North,Public Nuisance,11000,6
4389,2025,District Court - West,Theft,17300,21
4390,2025,District Court - South,Assault,26900,25
4391,2025,District Court - South,Theft,3400,22
4392,2025,District Court - North,Cheating,14100,29
4393,2025,District Court - East,Assault,7400,20
4394,2025,District Court - East,Cyber Offence,11300,10
4395,2025,District Court - Central,Cheating,19600,4
4396,2025,District Court - North,Domestic Dispute,11400,3
4397,2025,District Court - West,Assault,41400,44
4398,2025,District Court - West,Public Nuisance,4200,4
